DEPTH_WMSF (m),HALC (%),HSIG (cu),HSTO (in),HNEC (cps),HFEC (cps),HROM (g/cm3),HLEF (barns/e-),HBDC (g/cm3),HDEB (g/cm3),IMAGE_ID,ROCK_CLASS
94.7764,10.1685,8.4164,-999.25,3177.3333,1284,2.7376,2.9605,0.0507,2.7308,420.6494_421.9194_5,Rudstone
94.8272,9.8944,8.216,-999.25,3165.3333,1262.6666,2.7219,2.9852,0.0411,2.7253,420.6494_421.9194_7,Floatstone
94.878,9.5994,8.1176,-999.25,3190,1372,2.7149,2.7277,0.0337,2.7238,420.6494_421.9194_9,Floatstone
94.9288,9.7331,7.9357,-999.25,3349.3333,1242.6666,2.7338,2.9294,0.0335,2.7258,420.6494_421.9194_11,Floatstone
94.9796,10.0465,7.9258,-999.25,3154.6667,1261.3334,2.7316,3.2114,0.0309,2.7305,420.6494_421.9194_13,Floatstone
95.0304,10.318,8.1403,-999.25,3225,1258.6666,2.7299,3.2471,0.025,2.7224,420.6494_421.9194_15,Floatstone
95.0812,10.5536,8.2591,-999.25,3240,1230,2.7105,4.0694,0.0208,2.714,420.6494_421.9194_17,Floatstone
95.132,10.302,7.9948,-999.25,3214.6667,1210.6666,2.7011,3.6913,0.0194,2.7055,420.6494_421.9194_19,Floatstone
95.1828,10.3866,8.3397,-999.25,3268,1305.3334,2.7035,3.6906,0.0197,2.6952,420.6494_421.9194_21,Floatstone
95.2336,10.7322,8.3394,-999.25,3320,1171,2.6942,2.9287,0.0193,2.6875,420.6494_421.9194_23,Floatstone
95.2844,11.0679,8.7491,-999.25,3205.3333,1234,2.6754,3.4691,0.0192,2.6817,420.6494_421.9194_25,Floatstone
95.3352,11.6982,8.6886,-999.25,3170,1214.6666,2.6134,3.5505,0.0032,2.6934,420.6494_421.9194_27,Floatstone
95.386,11.8707,8.8732,-999.25,3252,1154,2.7027,3.3067,0.0406,2.6915,420.6494_421.9194_29,Floatstone
95.4368,11.933,8.8047,-999.25,3240,1142.6666,2.7014,2.7113,0.042,2.6843,420.6494_421.9194_31,Floatstone
95.4876,12.119,9.1377,-999.25,3282.6667,1166.6666,2.657,3.1881,0.0279,2.6529,420.6494_421.9194_33,Floatstone
95.5384,11.8794,9.1598,-999.25,3092,1170,2.6509,2.9635,0.0235,2.647,420.6494_421.9194_35,Floatstone
95.5892,11.7545,8.887,-999.25,3196,1246.6666,2.6906,3.4438,0.0338,2.6616,420.6494_421.9194_37,Floatstone
95.64,11.5721,8.5998,-999.25,3264,1206.6666,2.672,2.7866,0.0192,2.6842,420.6494_421.9194_39,Rudstone
95.6908,11.5295,8.6648,-999.25,3173.3333,1088,2.6494,2.9655,0.0101,2.6786,420.6494_421.9194_41,Rudstone
95.7416,11.5067,8.2194,-999.25,3177.3333,1156,2.6746,2.8453,0.0101,2.675,420.6494_421.9194_43,Rudstone
95.7924,11.6464,8.2339,-999.25,3222.6667,1122.6666,2.6981,2.6192,0.0162,2.6691,420.6494_421.9194_45,Rudstone
95.8432,11.2029,8.1394,-999.25,3304,1126,2.677,3.6328,0.0116,2.6766,420.6494_421.9194_47,Rudstone
95.894,11.7114,8.1119,-999.25,3121.3333,1112,2.671,4.5722,0.0133,2.6749,420.6494_421.9194_49,Rudstone
95.9448,12.1054,8.3456,-999.25,3162.6667,1156,2.6753,4.0321,0.0169,2.6601,421.9194_423.1894_1,Rudstone
95.9956,12.6074,8.5843,-999.25,3104,1113.3334,2.6283,3.2537,0.0096,2.6493,421.9194_423.1894_3,Rudstone
96.0464,13.2357,8.6593,-999.25,3124,1094,2.62,3.7719,0.0085,2.6216,421.9194_423.1894_5,Rudstone
96.0972,14.2679,8.9927,-999.25,3029.3333,1052,2.6081,3.1303,0.0092,2.6029,421.9194_423.1894_7,Rudstone
96.148,14.2343,8.846,-999.25,3173.3333,1022.6667,2.6162,2.8194,0.0162,2.613,421.9194_423.1894_9,Floatstone
96.1988,14.2804,8.911,-999.25,3105.3333,1029.3334,2.6446,2.959,0.0249,2.6323,421.9194_423.1894_11,Floatstone
96.2496,14.1112,9.0778,-999.25,3156,1022.6667,2.6663,2.5419,0.0334,2.6587,421.9194_423.1894_13,Floatstone
96.3004,14.1905,9.1327,-999.25,3042.6667,1008,2.6792,3.2011,0.0371,2.6584,421.9194_423.1894_15,Floatstone
96.3512,14.2535,9.0319,-999.25,3124,994.6667,2.6314,3.4109,0.0238,2.6525,421.9194_423.1894_17,Floatstone
96.402,14.1065,8.9793,-999.25,3164,1036,2.6386,3.2127,0.0258,2.6202,421.9194_423.1894_19,Floatstone
96.4528,14.0321,8.8941,-999.25,3112,1064,2.6014,2.913,0.0143,2.6166,421.9194_423.1894_21,Floatstone
96.5036,14.2999,8.9384,-999.25,3210.6667,1073.3334,2.6019,2.7912,0.0183,2.616,421.9194_423.1894_23,Floatstone
96.5544,14.1877,8.8996,-999.25,3110.6667,1056,2.6398,2.6005,0.029,2.6272,421.9194_423.1894_25,Floatstone
96.6052,13.7203,8.6821,-999.25,3098,1062,2.6459,2.6647,0.0282,2.6461,421.9194_423.1894_27,Floatstone
96.656,13.2418,9.0146,-999.25,3212,1098.6666,2.6675,3.2809,0.0337,2.6525,421.9194_423.1894_29,Floatstone
96.7068,12.9924,9.0345,-999.25,3213.3333,1146.6666,2.674,3.4737,0.0325,2.6495,421.9194_423.1894_31,Floatstone
96.7576,12.9976,9.0598,-999.25,3145.3333,1104,2.6469,3.1618,0.0224,2.6385,421.9194_423.1894_33,Floatstone
96.8084,12.9019,9.0978,-999.25,3125.3333,1212,2.6144,3.5815,0.0102,2.6233,421.9194_423.1894_35,Floatstone
96.8592,12.5559,9.1396,-999.25,3266.6667,1125.3334,2.6165,3.9549,0.0086,2.6187,421.9194_423.1894_37,Floatstone
96.91,12.8911,9.0621,-999.25,3164,1104,2.6223,3.3633,0.0075,2.6256,421.9194_423.1894_39,Floatstone
96.9608,13.0192,9.08,0.0058,3184,1006.6667,2.6159,3.1421,0.0025,2.6392,421.9194_423.1894_41,Floatstone
97.0116,13.2681,8.7602,0.009,3200,1085.3334,2.636,3.129,0.0099,2.6453,421.9194_423.1894_43,Rudstone
97.0624,13.2126,8.676,0.0211,3310.6667,1082.6666,2.6599,2.5162,0.0187,2.6562,421.9194_423.1894_45,Rudstone
97.1132,13.8417,8.892,0.0051,3250,1053.3334,2.662,2.7019,0.0227,2.6657,421.9194_423.1894_47,Rudstone
97.164,13.8563,8.7535,0.0003,3144,1068,2.6475,3.562,0.0188,2.6685,421.9194_423.1894_49,Rudstone
97.2148,13.7447,8.618,0.0149,3085.3333,1084,2.6896,3.035,0.0355,2.6721,423.1894_424.4594_1,Rudstone
97.2656,12.8551,8.8726,0.0173,3177,1061.3334,2.6958,3.7253,0.0402,2.678,423.1894_424.4594_3,Rudstone
97.3164,12.5745,8.9384,0.0203,3197.3333,1117,2.6668,3.4483,0.0347,2.6787,423.1894_424.4594_5,Floatstone
97.3672,12.5575,9.0991,0.0401,2998.6667,1076,2.6951,2.6391,0.0475,2.6665,423.1894_424.4594_7,Floatstone
97.418,12.4811,9.1714,0.0595,2976,1013.3333,2.6536,3.1407,0.0334,2.6636,423.1894_424.4594_9,Floatstone
97.4688,12.0588,9.0136,0.0696,3012,1004,2.654,2.8908,0.0348,2.6551,423.1894_424.4594_11,Floatstone
97.5196,12.2744,9.2064,0.0878,3122.6667,1050.6666,2.6533,2.8976,0.0265,2.6436,423.1894_424.4594_13,Floatstone
97.5704,12.8668,9.4476,0.0581,3022.6667,1049.3334,2.6335,2.7877,0.0222,2.6478,423.1894_424.4594_15,Floatstone
97.6212,12.7587,9.1917,0.0861,2997.3333,1070.6666,2.6574,3.6015,0.0284,2.6463,423.1894_424.4594_17,Floatstone
97.672,12.8871,9.1792,0.0813,3082.6667,1060,2.6445,3.2809,0.0241,2.6514,423.1894_424.4594_19,Floatstone
97.7228,12.8796,8.9268,0.0863,3162,1020,2.6557,3.3604,0.0269,2.6508,423.1894_424.4594_21,Floatstone
97.7736,12.9352,8.9028,0.0782,3022.6667,1045.3334,2.6294,2.8277,0.0203,2.6516,423.1894_424.4594_23,Floatstone
97.8244,12.8693,8.9456,0.1014,3066.6667,1030.6666,2.6369,2.8005,0.026,2.6562,423.1894_424.4594_25,Floatstone
97.8752,12.964,9.0497,0.1245,3137.3333,1026.6666,2.6704,3.2382,0.0387,2.6624,423.1894_424.4594_27,Floatstone
97.926,12.7671,9.1201,0.142,3120,1028,2.6561,3.1937,0.0342,2.6585,423.1894_424.4594_29,Floatstone
97.9768,13.4977,9.2682,0.1379,3165.3333,988,2.6538,3.4866,0.0358,2.6522,423.1894_424.4594_31,Floatstone
98.0276,13.4982,9.5184,0.1377,3128,1038.6666,2.6372,2.8137,0.0311,2.6454,423.1894_424.4594_33,Floatstone
98.0784,13.1066,9.4633,0.1506,2877.3333,1060,2.6528,3.228,0.0379,2.6444,423.1894_424.4594_35,Floatstone
98.1292,13.1083,9.5084,0.1488,3174.6667,996,2.6399,3.3883,0.0368,2.6453,423.1894_424.4594_37,Floatstone
98.18,12.5439,9.4259,0.1401,3018,1050.6666,2.656,2.9437,0.0401,2.6368,423.1894_424.4594_39,Floatstone
98.2308,12.0388,9.3693,0.133,2902.6667,1034.6666,2.6227,2.8882,0.0326,2.6345,423.1894_424.4594_41,Floatstone
98.2816,12.4337,8.9647,0.1184,3044,1002.6667,2.632,3.3559,0.0338,2.6239,423.1894_424.4594_43,Floatstone
98.3324,11.9458,8.5872,0.1091,2948,1013.3333,2.6142,3.5563,0.0268,2.6293,423.1894_424.4594_45,Floatstone
98.3832,11.7906,8.3835,0.1171,2958.6667,1008,2.63,3.3404,0.0292,2.6142,423.1894_424.4594_47,Floatstone
98.434,11.9424,8.5857,0.1034,3032,1025.3334,2.6171,3.2997,0.0215,2.6181,423.1894_424.4594_49,Floatstone
98.4848,11.6994,8.511,0.1295,3018.6667,1038.6666,2.6251,3.1596,0.0201,2.6244,424.4594_425.7294_1,Floatstone
98.5356,11.8652,8.4024,0.1563,3156,1015,2.6427,2.8734,0.0239,2.6383,424.4594_425.7294_3,Floatstone
98.5864,12.188,8.0828,0.1525,3076,998.6667,2.6465,2.4604,0.0317,2.6511,424.4594_425.7294_5,Floatstone
98.6372,12.2821,8.487,0.1639,3082.6667,1068,2.653,2.9546,0.0321,2.6555,424.4594_425.7294_7,Floatstone
98.688,12.4114,8.5667,0.2079,3078.6667,952,2.6442,3.2941,0.0329,2.658,424.4594_425.7294_9,Floatstone
98.7388,12.6618,8.5058,0.2343,3101.3333,1033.3334,2.6844,2.9478,0.0541,2.6618,424.4594_425.7294_11,Floatstone
98.7896,12.7484,8.4282,0.2786,3016,890.6667,2.6698,2.2034,0.0546,2.6617,424.4594_425.7294_13,Floatstone
98.8404,13.8592,8.4371,0.2788,3062.6667,870.6667,2.6526,2.7287,0.0556,2.6599,424.4594_425.7294_15,Floatstone
98.8912,14.8462,8.5457,0.2573,3024,857.3333,2.648,3.2471,0.0606,2.6511,424.4594_425.7294_17,Floatstone
98.942,15.7485,8.5801,0.2486,2964,950.6667,2.6536,3.0591,0.069,2.6292,424.4594_425.7294_19,Floatstone
98.9928,16.0402,8.586,0.277,3049.3333,878.6667,2.589,3.1738,0.0644,2.6086,424.4594_425.7294_21,Floatstone
99.0436,15.6468,8.8712,0.2997,2926.6667,905.3333,2.571,2.4887,0.0648,2.5846,424.4594_425.7294_23,Floatstone
99.0944,15.3061,8.9367,0.2964,2938.6667,897.3333,2.5697,2.9237,0.0663,2.5879,424.4594_425.7294_25,Floatstone
99.1452,15.4457,9.0878,0.2596,2925,980,2.603,2.8586,0.0786,2.6085,424.4594_425.7294_27,Floatstone
99.196,14.6098,9.2851,0.2292,2800,1017.3333,2.6444,2.6409,0.0869,2.631,424.4594_425.7294_29,Floatstone
99.2468,14.1833,9.635,0.232,2904,984,2.6541,3.1023,0.0806,2.6533,424.4594_425.7294_31,Floatstone
99.2976,13.3288,9.5556,0.237,2930.6667,953.3333,2.6631,3.046,0.0748,2.6704,424.4594_425.7294_33,Floatstone
99.3484,12.6511,9.5208,0.2168,2990.6667,977,2.7092,3.0284,0.0725,2.6781,424.4594_425.7294_35,Floatstone
99.3992,11.6461,9.3603,0.2252,3088,1036,2.6781,3.3678,0.0516,2.6842,424.4594_425.7294_37,Floatstone
99.45,10.9899,9.2433,0.2383,2985.3333,1033.3334,2.6875,3.1455,0.0444,2.6793,424.4594_425.7294_39,Floatstone
99.5008,10.7614,8.9918,0.2311,3113.3333,1100,2.6461,3.0827,0.026,2.6784,424.4594_425.7294_41,Floatstone
99.5516,10.3143,8.8565,0.239,3022.6667,1153.3334,2.6727,2.8899,0.0315,2.6712,424.4594_425.7294_43,Floatstone
99.6024,10.0079,8.6801,0.2115,2960,1163,2.6639,2.5597,0.0256,2.6611,424.4594_425.7294_45,Floatstone
99.6532,10.6129,8.8169,0.1796,3136,1201.3334,2.6513,2.7149,0.0182,2.6403,424.4594_425.7294_47,Floatstone
99.704,10.6115,8.6702,0.1479,3084,1384,2.6326,3.4701,0.0139,2.6414,424.4594_425.7294_49,Floatstone
99.7548,10.2275,8.605,0.1204,2994.6667,1253.3334,2.6593,3.068,0.0242,2.6537,425.7294_426.9994_1,Floatstone
99.8056,9.4954,8.472,0.1167,3234,1252,2.6771,3.0215,0.0281,2.678,425.7294_426.9994_3,Floatstone
99.8564,8.6842,8.4875,0.1116,3234.6667,1278.6666,2.6989,2.7343,0.0285,2.6969,425.7294_426.9994_5,Floatstone
99.9072,8.1794,7.8402,0.104,3157.3333,1200,2.7046,2.779,0.0289,2.719,425.7294_426.9994_7,Floatstone
99.958,8.2185,7.8055,0.0696,3076,1302.6666,2.7428,3.106,0.0432,2.7303,425.7294_426.9994_9,Floatstone
100.0088,8.0728,7.8141,0.0619,3173.3333,1346,2.7395,2.5631,0.0361,2.738,425.7294_426.9994_11,Floatstone
100.0596,7.9938,7.5063,0.044,3192,1310.6666,2.7428,2.8155,0.0351,2.7287,425.7294_426.9994_13,Floatstone
100.1104,8.2041,7.4434,0.0219,3265.3333,1372,2.7101,3.8897,0.0208,2.7357,425.7294_426.9994_15,Floatstone
100.1612,8.3754,7.3628,-999.25,3269.3333,1324,2.7635,2.7959,0.0335,2.737,425.7294_426.9994_17,Rudstone
100.212,8.4589,7.285,-999.25,3185.3333,1353.3334,2.7527,1.9586,0.0313,2.7439,425.7294_426.9994_19,Rudstone
100.2628,8.809,7.7569,-999.25,3178.6667,1358.6666,2.7086,2.7717,0.0198,2.7455,425.7294_426.9994_21,Rudstone
100.3136,8.8797,7.7435,-999.25,3200,1277.3334,2.744,3.6936,0.0285,2.7528,425.7294_426.9994_23,Rudstone
100.3644,8.8194,7.67,-999.25,3358.6667,1318.6666,2.7961,3.947,0.0496,2.7579,425.7294_426.9994_25,Rudstone
100.4152,8.9832,7.9274,-999.25,3253.3333,1366.6666,2.7526,4.2005,0.0351,2.742,425.7294_426.9994_27,Rudstone
100.466,9.4963,8.0537,-999.25,3308,1396,2.7104,3.6919,0.0231,2.7195,425.7294_426.9994_29,Rudstone
100.5168,9.6655,8.2733,-999.25,3213.3333,1304,2.6985,3.231,0.0197,2.6934,425.7294_426.9994_31,Rudstone
100.5676,9.8177,8.2636,-999.25,3241.3333,1364,2.6384,3.0138,0.0014,2.6726,425.7294_426.9994_33,Rudstone
100.6184,9.802,8.3374,-999.25,3245.3333,1258.6666,2.6558,2.577,0.0089,2.6609,425.7294_426.9994_35,Rudstone
100.6692,9.626,8.575,-999.25,3270.6667,1333.3334,2.6753,3.5527,0.01,2.6667,425.7294_426.9994_37,Rudstone
100.72,9.1883,8.6842,-999.25,3174.6667,1333.3334,2.694,3.5071,0.0195,2.6839,425.7294_426.9994_39,Rudstone
100.7708,8.8043,8.5541,-999.25,3210.6667,1341.3334,2.6936,3.2359,0.0274,2.6955,425.7294_426.9994_41,Rudstone
100.8216,8.6967,8.4438,-999.25,3281.3333,1438.6666,2.6685,3.8368,0.0195,2.709,425.7294_426.9994_43,Rudstone
100.8724,8.1996,8.0817,-999.25,3186.6667,1345.3334,2.7252,3.2884,0.0347,2.7116,425.7294_426.9994_45,Rudstone
100.9232,8.1505,8.0478,-999.25,3274,1472,2.7234,3.0165,0.0347,2.7098,425.7294_426.9994_47,Rudstone
100.974,8.5728,7.9996,-999.25,3309.3333,1450.6666,2.7031,2.9137,0.0284,2.7143,425.7294_426.9994_49,Rudstone
101.0248,8.4993,7.8647,-999.25,3177.3333,1453.3334,2.7153,3.0557,0.0303,2.7016,426.9994_428.2694_1,Rudstone
101.0756,8.4429,7.758,-999.25,3201.3333,1449.3334,2.6669,2.5305,0.0109,2.7183,426.9994_428.2694_3,Rudstone
101.1264,8.1188,7.8435,-999.25,3478,1418,2.7044,2.1458,0.0238,2.7253,426.9994_428.2694_5,Floatstone
101.1772,7.8656,7.9194,-999.25,3222.6667,1576,2.7434,2.6104,0.0314,2.7477,426.9994_428.2694_7,Floatstone
101.228,7.4348,8.1768,-999.25,3317.3333,1488,2.7631,2.6008,0.0386,2.762,426.9994_428.2694_9,Floatstone
101.2788,7.2695,8.2529,-999.25,3258.6667,1402.6666,2.8009,3.1018,0.0503,2.7721,426.9994_428.2694_11,Floatstone
101.3296,7.3977,7.9947,-999.25,3305.3333,1554,2.7812,3.4343,0.0445,2.7784,426.9994_428.2694_13,Floatstone
101.3804,8.2323,7.9803,-999.25,3210.6667,1442.6666,2.7683,3.0089,0.0401,2.7715,426.9994_428.2694_15,Floatstone
101.4312,9.1751,8.08,-999.25,3302,1208,2.733,2.7336,0.0303,2.7626,426.9994_428.2694_17,Floatstone
101.482,10.359,8.1407,-999.25,3313.3333,1161.3334,2.7232,3.7262,0.0256,2.7487,426.9994_428.2694_19,Floatstone
101.5328,11.7098,8.3964,-999.25,3232,1156,2.7218,4.4727,0.0301,2.7384,426.9994_428.2694_21,Floatstone
101.5836,12.0492,8.4962,0.0496,3273.3333,1133.3334,2.7507,3.4764,0.0377,2.7288,426.9994_428.2694_23,Floatstone
101.6344,12.7697,8.6199,0.0411,3157.3333,1167,2.7309,3.4486,0.0298,2.7171,426.9994_428.2694_25,Floatstone
101.6852,12.9324,8.8861,0.0302,3273.3333,1153.3334,2.7162,2.8957,0.0271,2.7058,426.9994_428.2694_27,Floatstone
101.736,12.7654,8.7546,0.0689,3126.6667,1245.3334,2.6662,2.7629,0.0182,2.6879,426.9994_428.2694_29,Floatstone
101.7868,11.9323,8.5617,0.1234,3168,1221.3334,2.5971,2.9922,0.0194,2.6641,426.9994_428.2694_31,Floatstone
101.8376,11.8265,8.6054,0.1252,3074.6667,1217.3334,2.6441,3.4567,0.0395,2.6337,426.9994_428.2694_33,Floatstone
101.8884,10.6438,8.3817,0.1566,3074.6667,1174.6666,2.6146,3.8729,0.0323,2.6133,426.9994_428.2694_35,Floatstone
101.9392,10.2875,8.1427,0.1542,3081,1153.3334,2.5913,3.6737,0.0546,2.5893,426.9994_428.2694_37,Floatstone
101.99,9.9654,8.1252,0.1655,3012,1184,2.553,3.1249,0.0843,2.5877,426.9994_428.2694_39,Floatstone
102.0408,9.9844,8.044,0.1753,3118.6667,1305.3334,2.5939,3.2344,0.1397,2.6219,426.9994_428.2694_41,Floatstone
102.0916,9.9989,8.1399,0.1444,3088,1342.6666,2.6631,3.1581,0.1954,2.7249,426.9994_428.2694_43,Floatstone
102.1424,9.7989,8.0266,0.0732,3061.3333,1401,2.8895,2.7103,0.3366,2.8466,426.9994_428.2694_45,Floatstone
102.1932,9.6276,8.0837,0.0379,3005.3333,1406.6666,3.0054,2.6422,0.3917,2.9271,426.9994_428.2694_47,Floatstone
102.244,9.0819,7.7882,0.029,3140,1394.6666,2.9633,2.5702,0.3578,2.9396,426.9994_428.2694_49,Floatstone
102.2948,8.4771,7.7068,0.0195,3094.6667,1441.3334,2.8565,3.357,0.2542,2.9153,428.2694_429.5394_1,Floatstone
102.3456,7.803,7.7396,0.0249,3152,1354.6666,2.9166,3.6301,0.2239,2.8659,428.2694_429.5394_3,Floatstone
102.3964,8.1493,7.7918,0.0123,3304,1406.6666,2.8627,3.5128,0.1449,2.8284,428.2694_429.5394_5,Floatstone
102.4472,7.9359,8.0138,0.0073,3321,1398.6666,2.7447,4.0464,0.0572,2.7686,428.2694_429.5394_7,Floatstone
102.498,7.9886,8.3346,0.0134,3352,1434.6666,2.7022,3.4944,0.0128,2.7034,428.2694_429.5394_9,Floatstone
102.5488,8.1894,8.2921,0.0224,3244,1429.3334,2.6706,3.1715,0.0056,2.6862,428.2694_429.5394_11,Floatstone
102.5996,8.3176,8.3095,0.0205,3274.6667,1400,2.6695,3.3297,0.0228,2.691,428.2694_429.5394_13,Floatstone
102.6504,7.7976,8.0782,0.0449,3321.3333,1388,2.716,3.046,0.0462,2.7201,428.2694_429.5394_15,Floatstone
102.7012,7.6411,7.8683,0.0473,3154,1332,2.7512,2.4617,0.0616,2.7322,428.2694_429.5394_17,Floatstone
102.752,8.2023,7.9523,0.0091,3297.3333,1402.6666,2.7218,3.0442,0.055,2.7358,428.2694_429.5394_19,Floatstone
102.8028,8.0782,7.8503,0.0276,3168,1414.6666,2.6974,1.9238,0.0498,2.7371,428.2694_429.5394_21,Floatstone
102.8536,8.1168,7.6908,0.0406,3305.3333,1369.3334,2.7376,2.8779,0.0666,2.742,428.2694_429.5394_23,Floatstone
102.9044,8.0553,7.6701,0.0501,3320,1468,2.7538,2.8959,0.0696,2.7597,428.2694_429.5394_25,Floatstone
102.9552,8.2958,7.9458,0.0674,3166.6667,1285.3334,2.7867,2.693,0.0663,2.7489,428.2694_429.5394_27,Floatstone
103.006,8.5543,8.3139,0.0882,3193.3333,1197.3334,2.7181,2.6004,0.0476,2.736,428.2694_429.5394_29,Floatstone
103.0568,8.6152,8.5363,0.0978,3085.3333,1241.3334,2.7028,2.6333,0.0512,2.723,428.2694_429.5394_31,Floatstone
103.1076,8.5477,8.5493,0.1114,3208,1120,2.7339,2.8838,0.064,2.7123,428.2694_429.5394_33,Floatstone
103.1584,9.4468,8.7324,0.0729,3250.6667,1208,2.7099,3.224,0.061,2.71,428.2694_429.5394_35,Floatstone
103.2092,10.0234,8.6604,0.0517,3189.3333,1237.3334,2.6924,2.9263,0.0535,2.6972,428.2694_429.5394_37,Floatstone
103.26,10.5257,8.8739,0.0405,3048,1174.6666,2.6899,3.003,0.0553,2.6864,428.2694_429.5394_39,Floatstone
103.3108,11.0973,8.4988,-999.25,3254.6667,1240,2.6868,3.5977,0.0514,2.6834,428.2694_429.5394_41,Floatstone
103.3616,11.2959,8.6179,-999.25,3186,1164,2.6899,3.4155,0.0377,2.6673,428.2694_429.5394_43,Floatstone
103.4124,12.0168,8.586,-999.25,3104,1198.6666,2.67,3.3414,0.0269,2.6659,428.2694_429.5394_45,Floatstone
103.4632,12.2596,8.6689,-999.25,3163,1161.3334,2.6725,4.3878,0.0267,2.6694,428.2694_429.5394_47,Floatstone
103.514,11.9661,8.5927,-999.25,3182,1188,2.7047,3.6957,0.0349,2.6629,428.2694_429.5394_49,Floatstone
103.5648,11.6635,8.8054,-999.25,3333.3333,1218,2.6795,3.4307,0.0286,2.6537,429.5394_430.8094_1,Floatstone
103.6156,11.5004,8.7535,-999.25,3233.3333,1172,2.6304,3.1422,0.0157,2.6497,429.5394_430.8094_3,Floatstone
103.6664,11.1308,9.0487,-999.25,3182.6667,1156,2.6889,3.3686,0.0351,2.6465,429.5394_430.8094_5,Floatstone
103.7172,11.0744,8.5801,-999.25,3206.6667,1228,2.6755,2.4289,0.0344,2.6802,429.5394_430.8094_7,Floatstone
103.768,10.8565,8.5794,0.012,3174.6667,1233.3334,2.7099,3.0574,0.0429,2.6931,429.5394_430.8094_9,Floatstone
103.8188,10.6124,8.5746,0.0369,3265.3333,1192,2.7129,3.8121,0.0445,2.7052,429.5394_430.8094_11,Floatstone
103.8696,11.0191,8.7986,0.0396,3238.6667,1238.6666,2.708,3.1854,0.0478,2.7053,429.5394_430.8094_13,Floatstone
103.9204,11.2246,8.8199,0.0369,3190.6667,1212,2.7121,3.152,0.0531,2.6852,429.5394_430.8094_15,Floatstone
103.9712,11.49,8.6724,0.0609,3096,1204,2.6374,3.2971,0.0329,2.6845,429.5394_430.8094_17,Floatstone
104.022,11.2014,8.6215,0.0877,3286.6667,1184,2.6787,2.5307,0.0505,2.6813,429.5394_430.8094_19,Floatstone
104.0728,11.1327,8.6312,0.1064,3240,1162.6666,2.7135,2.7085,0.0643,2.6895,429.5394_430.8094_21,Floatstone
104.1236,11.3815,8.4306,0.0977,3186.6667,1174.6666,2.6739,3.2599,0.0556,2.7023,429.5394_430.8094_23,Floatstone
104.1744,11.724,8.5764,0.0787,3138,1102.6666,2.703,2.7299,0.0665,2.6922,429.5394_430.8094_25,Floatstone
104.2252,11.2531,8.1994,0.0908,3088,1186.6666,2.6801,2.4921,0.0578,2.6868,429.5394_430.8094_27,Floatstone
104.276,10.777,7.9657,0.1137,3246,1224,2.6577,2.9382,0.0582,2.6957,429.5394_430.8094_29,Floatstone
104.3268,9.9279,7.9813,0.0933,3213.3333,1228,2.711,2.955,0.0714,2.7193,429.5394_430.8094_31,Floatstone
104.3776,9.4083,8.0168,0.0674,3137,1206,2.7715,3.2094,0.0875,2.7528,429.5394_430.8094_33,Floatstone
104.4284,8.823,8.2953,0.058,3168,1234.6666,2.7901,3.9228,0.0838,2.7704,429.5394_430.8094_35,Floatstone
104.4792,8.1673,8.1742,0.0511,3094.6667,1304,2.7563,4.0634,0.0671,2.7677,429.5394_430.8094_37,Floatstone
104.53,8.0834,7.9536,0.0303,3241,1352,2.7442,3.4806,0.0526,2.7474,429.5394_430.8094_39,Floatstone
104.5808,7.5855,7.9884,0.0273,3105.3333,1345,2.7147,3.2718,0.0386,2.7293,429.5394_430.8094_41,Floatstone
104.6316,7.6915,8.2025,-999.25,3101.3333,1272,2.676,3.4783,0.0281,2.7208,429.5394_430.8094_43,Floatstone
104.6824,7.8907,8.0169,-999.25,3284,1252,2.711,3.3003,0.0384,2.7209,429.5394_430.8094_45,Floatstone
104.7332,7.9867,7.8122,0.0316,3048,1234,2.738,3.2562,0.0531,2.7247,429.5394_430.8094_47,Floatstone
104.784,8.6431,7.8484,0.043,3286.6667,1230.6666,2.7227,3.0533,0.0589,2.7257,429.5394_430.8094_49,Floatstone
104.8348,10.0173,7.7755,0.045,3302.6667,1289.3334,2.7156,2.8301,0.0642,2.7072,430.8094_432.0794_1,Floatstone
104.8856,11.4428,7.9101,0.0431,3274.6667,1194.6666,2.6733,2.7074,0.0571,2.6758,430.8094_432.0794_3,Floatstone
104.9364,13.8386,8.0248,0.0201,3118.6667,1246.6666,2.6294,2.803,0.05,2.6433,430.8094_432.0794_5,Floatstone
104.9872,15.4457,8.0228,0.0393,3016,1146.6666,2.6126,2.9217,0.0536,2.6237,430.8094_432.0794_7,Floatstone
105.038,16.1243,8.2386,0.0675,3069.3333,954.6667,2.6225,3.1288,0.0682,2.6175,430.8094_432.0794_9,Floatstone
105.0888,15.7525,8.5768,0.0773,3085.3333,1024,2.6286,3.4736,0.0819,2.6219,430.8094_432.0794_11,Floatstone
105.1396,15.7518,8.7042,0.0853,3061.3333,956,2.6216,3.3227,0.0892,2.6268,430.8094_432.0794_13,Floatstone
105.1904,15.9282,9.2792,0.0757,3069.3333,977.3333,2.6395,3.1857,0.1003,2.6216,430.8094_432.0794_15,Floatstone
105.2412,15.746,9.4006,0.0751,3021.3333,897.3333,2.6182,3.1813,0.0896,2.6165,430.8094_432.0794_17,Floatstone
105.292,15.57,9.4798,0.0597,3048,988,2.6032,3.6217,0.0807,2.6198,430.8094_432.0794_19,Floatstone
